ID,ROCK NAME,TIO2(WT%),AL2O3(WT%),Y(PPM),ZR(PPM),AU(PPB),NB(PPM),LA(PPM),CE(PPM),SM(PPM),YB(PPM),TH(PPM)
1618,ANDESITE,0.66,17.25,20.31,67,,1.89,4.44,11.94,2.47,2.26,0.59
1619,DACITE,1.41,13.45,42.1,141.7,2,3.4,10.98,26.41,5.45,3.45,1.37
1622,ANDESITE,0.56,13.79,19.8,88.9,,3.6,,21.39,2.72,1.93,3.68
1625,ANDESITE,0.92,16.97,48.9,246,,12.8,28.4,61.1,7.877,4.672,9.2
1628,ANDESITE,0.58,18.2,18.3,116.7,,4.11,12.2,25.76,,1.82,3.71
1629,ANDESITE,0.51,17.6,14.6,46.4,,2.99,14.7,28,2.76,1.42,4.24
1630,ANDESITE,0.63,17.52,22.8,95.1,9,2.41,9.66,22.5,3.05,2.38,3.42
1631,ANDESITE,0.61,17.5,22.94,86,,2.15,5.57,13.43,2.71,2.63,0.75
1633,ANDESITE,1.12,15.51,23,95,6,2.19,7.77,17.73,3.52,2.71,2.52
1634,ANDESITE,0.67,16.72,21.55,102.5,4,2.05,11.74,28.78,,2.45,4.09
1635,ANDESITE,0.601,18.64,17.54,115,,5.28,,23.7,3.25,1.75,1.31
1637,ANDESITE,0.859,16.33,36.1,107,,2.66,,24.7,4.72,3.59,1.65
1638,ANDESITE,0.71,17.55,24.1,66.9,,1.76,4.74,12.5,2.77,2.61,0.81
1639,ANDESITE,0.862192111,18.1009326,29.70095368,111,,3.624306976,11.11135048,23.73688291,4.339175309,2.864778562,2.560236553
1640,ANDESITE,0.91,16.12,29.6,66.2,,1,2.94,8.41,2.86,3.28,0.7
1643,ANDESITE,1.14,14.4,44.1,87.5,10,0.68,,13.4,4.27,4.32,0.471
1644,ANDESITE,0.6,16.93,18,85,,2.6,8.9,19,,2.1,3.4
1645,DACITE,1.42,15.68,46,192,,6.25,,37,7,4.46,4
1646,ANDESITE,0.59,18.8,17.96,116,,5.55,11.62,23.5,3.1,1.67,1.52
1647,ANDESITE,0.51,17.56,20.93,90,1,4.3,10.86,23.59,3.15,2.24,2.58
1649,DACITE,1.38,16.62,50.1,210.2,8,6.7,10.49,25.36,5.2,1.89,2.8
1650,ANDESITE,0.6,17.42,22.67,85,,2.06,5.6,13.63,,2.54,0.75
1651,ANDESITE,1.3,16.3,37.4,147,14,9.47,19.89,41.09,6.72,3.36,3.12
1652,ANDESITE,0.52,17.8,15,42,10,3.21,14.5,28.8,2.84,1.41,4.42
1653,ANDESITE,0.52,17.75,13.7,43.5,1,2.97,12.6,26.7,2.55,1.36,3.95
1654,ANDESITE,0.54,18.05,17.5,79.9,,2.54,9.67,20.6,,1.95,2.02
1655,ANDESITE,0.97,16.3,29.8,112,,2.41,10.4,22.6,3.82,2.94,4.69
1656,ANDESITE,0.59,17.6,22.9,71.7,,2.9,8.43,18,2.92,2.44,1.61
1657,ANDESITE,1.19,15.3,43.4,120,,2.53,10.7,25.6,5.11,4.49,2.68
1658,ANDESITE,0.55,17.46,19,118,11,6.7,17.4,34.9,2.94,1.15,4.79
1659,ANDESITE,0.790125576,16.44836387,31.401136,134.3622035,6,3.85366065,13.01285573,26.70785046,,3.016222766,3.710916746
1660,ANDESITE,0.91,15.48,38.4,129.2,,2.59,14.01,29.65,5.09,3.77,2.06
1662,ANDESITE,1.15,14.5,39.5,89.2,,0.69,4.22,13,3.82,3.91,0.467
1663,ANDESITE,0.64,17.78,27.6,92.5,,2.41,10.8,23.4,3.45,2.66,3.45
1664,ANDESITE,0.79,16.8,34.5,82.3,,2.08,5.74,15.1,,3.62,0.868
1665,ANDESITE,0.52,17.83,21.23,85,,3,10.43,22.52,3,2.19,2.66
1666,BASALT,0.52,17.83,19,85,4,4,,23,3.11,2.28,2.614
1667,ANDESITE,0.53,17.83,21.75,87,,3.2,10.6,23.08,3.05,2.21,2.62
1668,BASALT,0.53,17.83,19,87,,4,11,23.3,3.16,2.33,2.538
1669,ANDESITE,0.58,18.19,18.1,123.5,,4.18,,25.15,,1.83,3.75
1670,ANDESITE,0.65,17.4,33.1,109,9,6.66,29.2,57.8,5.49,3,7.61
1673,ANDESITE,0.79,16.72,28.44,94.17,,1.38,8.62,21.55,,2.71,2.75
1676,ANDESITE,0.69,15.24,27,163,,5,21,46,6,3,7
1677,ANDESITE,0.577,18.66,15.86,109,,5.14,11.61,23.46,2.87,1.53,1.01
1679,ANDESITE,0.6,18,36.5,118,,7.14,,52.1,,3.08,8.57
1680,ANDESITE,0.65,17.25,24.9,117,,5.79,19.8,41.5,,2.38,8.75
1683,ANDESITE,0.54,18.28,18,104,,3.4,,24,2.8,2.3,4.6
1684,ANDESITE,0.977,15.84,30.5,95,0,2.34,10.2,22.2,,3.05,1.51
1685,ANDESITE,0.53,19.55,23,104,,2.34,10.2,23.7,,2.35,4.8
1687,ANDESITE,0.83,15.86,35.8,158,,4.33,9.54,24.92,4.1,3.8,3.06
1691,ANDESITE,0.85,17.01,30.04,94.96,5,1.43,7.23,18.38,2.95,2.97,2.86
1693,ANDESITE,0.72,16.77,24.1,106,,2.77,9.81,20.68,3.61,2.43,1.475
1694,ANDESITE,0.76,17.03,27.2,70.4,,2.19,6.44,16.24,,2.49,1.15
1695,ANDESITE,0.48,17.1,17,52.1,,2.12,7.95,17,,1.78,1.85
1696,ANDESITE,0.68,16.7,26.1,121,,7.46,22.1,46.3,4.58,2.42,8.9
1697,ANDESITE,0.83,15.85,25,156,,4.55,20.8,43.4,,2.49,12.3
1698,BASALT,0.85,16,38,127,3,3,15.7,30.2,5.87,3.94,2.14
1700,ANDESITE,0.874,17.14,39.1,118,,2.94,12.6,27.7,5.1,3.86,1.84
1701,ANDESITE,0.870991728,16.92601349,31.76912164,132.8935529,,4.006791414,12.68385622,26.67667398,4.822301687,3.069054294,3.217731795
1702,ANDESITE,0.58,18.57,17.42,118,,6.91,11.9,24.16,3.13,1.71,1.1
1703,ANDESITE,0.78877493,16.73493153,32.15278178,139.2405858,,4.053875099,13.12455927,27.8331348,4.823530011,3.069397801,3.89396344
1704,ANDESITE,0.56,18.14,29.4,79.9,,0.49,4.64,11.3,,2.95,0.62
1706,ANDESITE,0.596,18.28,16.79,117,,5.06,11.8,23.41,3.08,1.72,1.39
1707,BASALT,1.09,16.65,40.2,218,,8.6,21,47.4,,4.23,3.72
1708,ANDESITE,0.58,18.55,17.6,117,3,6.04,11.5,23.18,3.04,1.66,1.5
1709,ANDESITE,0.54,17.58,20.5,80.1,,2.81,11.6,24.4,,2.31,2.84
1710,ANDESITE,0.66,17.4,24.7,109,9,2.62,11.8,26.5,,2.52,5.37
1711,BASALT,0.6,16.56,20,131,,6,8.7,20.2,,2.71,1.868
1713,ANDESITE,0.87,15.87,27.9,149,,5.1,11.68,26.07,3.71,2.81,3.1
1714,ANDESITE,0.55,17.01,21,141,2,7.4,54.4,92,5.5,1.97,23.2
1715,ANDESITE,0.67,17.42,25,169,13,3,14.1,30.8,4.14,2.64,4.24
1716,ANDESITE,0.73,16.7,25.2,106,6,3.5,9.77,20.54,3.66,2.43,1.13
1717,BASALT,0.6,16.56,21,131,,5.5,8.7,20.2,3.16,2.71,1.868
1719,ANDESITE,0.572,18.41,17.58,118,,0.32,,23.87,3.28,1.78,0.57
1720,ANDESITE,0.72,16.56,24.2,106,10,2.68,9.35,19.88,3.64,2.4,2.626
1722,ANDESITE,0.85,18.5,37.2,115,11,2.8,,25.5,,3.64,1.75
1723,ANDESITE,0.59,17.18,21.78,88,,2.05,4.88,11.32,2.51,2.46,0.73
1724,ANDESITE,0.58,18.7,17.05,116,3,4.77,,23.85,3.13,1.68,1.45
1725,ANDESITE,0.566,18.45,17.45,120,,6.47,11.86,23.91,3.15,1.74,1.38
1726,ANDESITE,0.895,15.81,38,117,,2.62,11.7,25.8,4.94,3.73,1.77
1729,ANDESITE,0.904,15.62,39.1,116,,2.83,12.4,26.2,4.98,3.88,1.78
1731,ANDESITE,0.567,18.5,17.79,115,,5.44,11.82,23.61,3.12,1.7,1.31
1732,ANDESITE,0.879,16.37,36.2,110,,2.53,11.2,24.5,,3.54,1.69
1733,ANDESITE,0.574,18.36,15.78,119,,4.92,,21.74,2.9,1.62,1.44
1735,ANDESITE,0.82,16.6,31,119,10,5,9.4,21.7,,2.87,2.63
1736,ANDESITE,0.48,17.7,14.7,50.2,,2.89,12.5,24.8,,1.45,4.14
1737,ANDESITE,0.69,16.6,25.3,128,,3.29,16.2,35.7,4.37,2.65,6.94
1738,ANDESITE,0.64,16.7,36.9,123,3,3.19,14.8,30.5,4.15,3.34,6.68
1739,ANDESITE,0.57,17.09,21.52,89,13,4,5.39,13.09,2.59,2.46,0.74
1740,ANDESITE,0.59,14.77,21.3,96.6,,4.3,10.05,22.76,2.63,1.95,3.73
1741,ANDESITE,0.927,15.35,40.9,122,12,2.82,12.8,28.1,5.16,4.04,1.88
1742,ANDESITE,0.32,17.38,7.3,57,7,0.58,3.26,8.37,,0.67,0.57
1743,ANDESITE,0.91210089,16.63400295,33.12493839,159.1093628,,5.338661268,15.35604113,32.07609753,,3.154350131,4.85911059
1744,ANDESITE,0.91,16.75,40.6,234,,8.15,60.5,114,10.5,3.75,11.2
1745,ANDESITE,0.73,16.73,23,98,,2.66,8.99,18.95,3.3,2.3,1.232
